data;

set OBJETS := obj_1 obj_2 obj_3 obj_4 obj_5 obj_6 obj_7 obj_8 obj_9 obj_10 obj_11 obj_12 obj_13 obj_14 obj_15 obj_16 obj_17 obj_18 obj_19 obj_20 obj_21 obj_22 obj_23 obj_24 obj_25 obj_26 obj_27 obj_28 obj_29 obj_30 obj_31 obj_32 obj_33 obj_34 obj_35 obj_36 obj_37 obj_38 obj_39 obj_40 obj_41 obj_42 obj_43 obj_44 obj_45 obj_46 obj_47 obj_48 obj_49 obj_50 obj_51 obj_52 obj_53 obj_54 obj_55 obj_56 obj_57 obj_58 obj_59 obj_60 obj_61 obj_62 obj_63 obj_64 obj_65 obj_66 obj_67 obj_68 obj_69 obj_70 obj_71 obj_72 obj_73 obj_74 obj_75 obj_76 obj_77 obj_78 obj_79 obj_80 obj_81 obj_82 obj_83 obj_84 obj_85 obj_86 obj_87 obj_88 obj_89 obj_90 obj_91 obj_92 obj_93 obj_94 obj_95 obj_96 obj_97 obj_98 obj_99 obj_100 ;

param poids :=
	obj_1	115
	obj_2	164
	obj_3	105
	obj_4	149
	obj_5	136
	obj_6	157
	obj_7	114
	obj_8	105
	obj_9	159
	obj_10	192
	obj_11	179
	obj_12	130
	obj_13	145
	obj_14	131
	obj_15	169
	obj_16	168
	obj_17	128
	obj_18	128
	obj_19	147
	obj_20	152
	obj_21	140
	obj_22	113
	obj_23	126
	obj_24	108
	obj_25	189
	obj_26	119
	obj_27	160
	obj_28	159
	obj_29	124
	obj_30	137
	obj_31	181
	obj_32	111
	obj_33	100
	obj_34	155
	obj_35	162
	obj_36	138
	obj_37	102
	obj_38	181
	obj_39	199
	obj_40	117
	obj_41	129
	obj_42	133
	obj_43	176
	obj_44	173
	obj_45	175
	obj_46	146
	obj_47	148
	obj_48	174
	obj_49	154
	obj_50	193
	obj_51	112
	obj_52	162
	obj_53	189
	obj_54	187
	obj_55	106
	obj_56	163
	obj_57	115
	obj_58	104
	obj_59	114
	obj_60	118
	obj_61	148
	obj_62	158
	obj_63	188
	obj_64	163
	obj_65	174
	obj_66	149
	obj_67	198
	obj_68	101
	obj_69	105
	obj_70	192
	obj_71	184
	obj_72	171
	obj_73	158
	obj_74	143
	obj_75	187
	obj_76	173
	obj_77	142
	obj_78	195
	obj_79	134
	obj_80	159
	obj_81	182
	obj_82	165
	obj_83	137
	obj_84	173
	obj_85	191
	obj_86	183
	obj_87	176
	obj_88	128
	obj_89	119
	obj_90	122
	obj_91	186
	obj_92	105
	obj_93	130
	obj_94	122
	obj_95	128
	obj_96	140
	obj_97	159
	obj_98	152
	obj_99	132
	obj_100	118
;

param valeur :=
	obj_1	124236
	obj_2	171178
	obj_3	107658
	obj_4	149771
	obj_5	143574
	obj_6	158283
	obj_7	123473
	obj_8	110162
	obj_9	166585
	obj_10	201720
	obj_11	181070
	obj_12	133042
	obj_13	149373
	obj_14	138248
	obj_15	171592
	obj_16	176494
	obj_17	130796
	obj_18	130786
	obj_19	154515
	obj_20	159674
	obj_21	149446
	obj_22	115329
	obj_23	127074
	obj_24	115410
	obj_25	194795
	obj_26	120631
	obj_27	162844
	obj_28	159792
	obj_29	132598
	obj_30	141564
	obj_31	182432
	obj_32	113268
	obj_33	102640
	obj_34	161631
	obj_35	165188
	obj_36	142216
	obj_37	102026
	obj_38	187030
	obj_39	202145
	obj_40	117015
	obj_41	137784
	obj_42	135042
	obj_43	178660
	obj_44	181606
	obj_45	178147
	obj_46	153196
	obj_47	148000
	obj_48	180430
	obj_49	156170
	obj_50	195735
	obj_51	118599
	obj_52	168717
	obj_53	196896
	obj_54	187531
	obj_55	107633
	obj_56	167337
	obj_57	116297
	obj_58	106667
	obj_59	115572
	obj_60	119359
	obj_61	150021
	obj_62	158444
	obj_63	195183
	obj_64	169919
	obj_65	177377
	obj_66	155911
	obj_67	200561
	obj_68	102826
	obj_69	110808
	obj_70	198044
	obj_71	191189
	obj_72	172520
	obj_73	161350
	obj_74	148632
	obj_75	190549
	obj_76	181994
	obj_77	142194
	obj_78	196152
	obj_79	143634
	obj_80	160156
	obj_81	182175
	obj_82	165696
	obj_83	140328
	obj_84	180172
	obj_85	198941
	obj_86	186755
	obj_87	182436
	obj_88	136394
	obj_89	127581
	obj_90	124889
	obj_91	189275
	obj_92	112730
	obj_93	131259
	obj_94	131240
	obj_95	135912
	obj_96	143722
	obj_97	167865
	obj_98	159828
	obj_99	132307
	obj_100	121761
;

param masse_sac := 2000;

end;
